,ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,NM_PARTIDO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_URNA
13242,2020,SP,VEREADOR,PAULO JUNIOR VELASQUES DE OLIVEIRA,APTO,DEFERIDO,SOLIDARIEDADE,23,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,22684.34,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
13334,2020,PA,VEREADOR,ANDREIA LARISSA CARDOSO ARAÚJO,APTO,DEFERIDO,AVANTE,27,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,49904.2,DEFERIDO,PENDENTE DE JULGAMENTO
13335,2020,SP,VEREADOR,JONATAS DA SILVA,APTO,DEFERIDO,PROGRESSISTAS,26,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,164003.69,DEFERIDO,PENDENTE DE JULGAMENTO
13368,2020,SP,VEREADOR,FELIPE SILVA TAVARES,APTO,DEFERIDO,PARTIDO DA MOBILIZAÇÃO NACIONAL,29,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
13459,2020,RJ,VEREADOR,MONIQUE DUTRA MIRANDA,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,26,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,35948.89,DEFERIDO,PENDENTE DE JULGAMENTO
13623,2020,GO,VEREADOR,BEATRIZ DOS SANTOS ASSIS,APTO,DEFERIDO,DEMOCRATAS,20,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
13637,2020,MA,VEREADOR,FRANCINA ALVES DOS SANTOS,APTO,DEFERIDO,PATRIOTA,19,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
13902,2020,RJ,VEREADOR,LUCAS FREITAS DE SIQUEIRA,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,23,MASCULINO,ENSINO MÉDIO COMPLETO,SEM INFORMAÇÃO,15273.23,DEFERIDO,PENDENTE DE JULGAMENTO
13949,2020,RN,VICE-PREFEITO,GESSIEL PONTES CARDOSO,APTO,DEFERIDO,PARTIDO LIBERAL,24,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,,DEFERIDO,PENDENTE DE JULGAMENTO
13951,2020,MS,VEREADOR,JESSICA SANTANA NICASSIO,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,25,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
14073,2020,SP,VEREADOR,PAULO CEZAR SANTOS PEREIRA,APTO,DEFERIDO,REDE SUSTENTABILIDADE,29,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,31596.6,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
14074,2020,MG,VEREADOR,ANA ELISA SIQUEIRA CARNEIRO,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,29,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
14122,2020,RS,VEREADOR,GABRIEL SOUZA LOURENÇO,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,24,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,23227.07,DEFERIDO,PENDENTE DE JULGAMENTO
14152,2020,CE,VEREADOR,SÉRGIO OLIVEIRA SAMPAIO,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,28,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
14221,2020,AC,VEREADOR,CILENI OLIVEIRA SANTANA,APTO,DEFERIDO,DEMOCRATAS,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
14222,2020,SP,VEREADOR,JONATHAN TADEU DA SILVA SOUZA,APTO,DEFERIDO,SOLIDARIEDADE,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
14238,2020,MG,PREFEITO,NATALI CAROLINA MIRANDA BARBOSA,APTO,DEFERIDO,REPUBLICANOS,25,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,175270.18,DEFERIDO,PENDENTE DE JULGAMENTO
14316,2020,RJ,VEREADOR,YURE LAURENTE JARDIM,APTO,DEFERIDO,PARTIDO DA MULHER BRASILEIRA,23,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
14322,2020,RJ,VEREADOR,LUAN PACHECO VIEIRA MATHIAS,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,27,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PRETA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
14324,2020,GO,VEREADOR,GUILHERME ALFREDO LIMA SILVA,APTO,DEFERIDO,PARTIDO LIBERAL,19,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,42860.39,DEFERIDO,PENDENTE DE JULGAMENTO
14379,2020,PE,VEREADOR,SIRLENE MARIA DA SILVA DAMASIO,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,28,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,109902.99,DEFERIDO,PENDENTE DE JULGAMENTO
14382,2020,BA,VEREADOR,JAQUELINE DOS SANTOS E SANTOS,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,27,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,159998.96,DEFERIDO,PENDENTE DE JULGAMENTO
14444,2020,SP,VEREADOR,ANA CAROLINA TOMAZ BESERRA SOARES,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,23,FEMININO,SUPERIOR COMPLETO,PRETA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
14558,2020,BA,VEREADOR,ISADORA PEREIRA DA SILVA,APTO,DEFERIDO,REPUBLICANOS,29,FEMININO,ENSINO MÉDIO COMPLETO,SEM INFORMAÇÃO,53178.98,DEFERIDO,PENDENTE DE JULGAMENTO
14906,2020,RS,VEREADOR,JORDANA DE MENDONÇA LEAL,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,24,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,60024.57,DEFERIDO,PENDENTE DE JULGAMENTO
16203,2020,AM,VEREADOR,ANA PAULA GALDINO DA SILVA,APTO,DEFERIDO,REPUBLICANOS,23,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
16404,2020,SP,VEREADOR,JOÃO MARCOS DE ARAUJO,APTO,DEFERIDO,PARTIDO LIBERAL,27,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,701644.03,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
16440,2020,SP,VEREADOR,BEATRIZ RIBEIRO NEVES,APTO,DEFERIDO,AVANTE,26,FEMININO,SUPERIOR INCOMPLETO,BRANCA,31596.6,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
16481,2020,SP,VEREADOR,CRISTIAN JOHNNY DE SOUZA MOL,APTO,DEFERIDO,REPUBLICANOS,26,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,177370.86,DEFERIDO,PENDENTE DE JULGAMENTO
16482,2020,PA,VICE-PREFEITO,EDLA RAIANE COSTA PONTES,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,27,FEMININO,LÊ E ESCREVE,PARDA,,DEFERIDO,PENDENTE DE JULGAMENTO
16483,2020,AM,VEREADOR,MONALIZA ALVES PINHEIRO,APTO,DEFERIDO,PARTIDO VERDE,21,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,25381.17,DEFERIDO,PENDENTE DE JULGAMENTO
16543,2020,MG,VEREADOR,MARCOS VINÍCIUS CIRILO LELIS PEREIRA,APTO,DEFERIDO,DEMOCRATAS,24,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
16668,2020,MG,VEREADOR,KAREN RODARTE DE PAULA,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
16905,2020,SP,VEREADOR,ANA LUCIA DE LIMA,APTO,DEFERIDO,PATRIOTA,23,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,22684.34,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
16976,2020,PB,VICE-PREFEITO,IGOR BRAZ LAURENTINO ARAUJO LACERDA,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,25,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,,DEFERIDO,PENDENTE DE JULGAMENTO
17012,2020,SP,VEREADOR,MILENA MAYUMI KUZNIER KIKUCHI,APTO,DEFERIDO,AVANTE,22,FEMININO,SUPERIOR INCOMPLETO,BRANCA,40251.67,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
17088,2020,BA,PREFEITO,THAYNÁ ALMEIDA NUNES,APTO,DEFERIDO,PROGRESSISTAS,23,FEMININO,SUPERIOR COMPLETO,PARDA,123077.42,DEFERIDO,PENDENTE DE JULGAMENTO
17089,2020,BA,VEREADOR,VALQUIRIA SOUSA DA SILVA,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,19,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,16555.52,DEFERIDO,PENDENTE DE JULGAMENTO
17186,2020,SP,VEREADOR,LIGIA BERNARDO DA SILVA,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,29,FEMININO,SUPERIOR COMPLETO,BRANCA,27874.52,DEFERIDO,PENDENTE DE JULGAMENTO
17271,2020,SC,VEREADOR,VICTOR CALEGARI GALDINO,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,25,MASCULINO,SUPERIOR COMPLETO,BRANCA,117190.26,DEFERIDO,PENDENTE DE JULGAMENTO
17274,2020,MG,VEREADOR,LEANDRA JÚNIA MOTOSO COSTA,APTO,DEFERIDO,PODEMOS,24,FEMININO,SUPERIOR COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
17275,2020,SP,VEREADOR,LUCAS SANCHES PROMESSIA,APTO,DEFERIDO,PROGRESSISTAS,24,MASCULINO,SUPERIOR COMPLETO,BRANCA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
17303,2020,SP,VEREADOR,ANTONIO JOSE DOS SANTOS ANDRADE,APTO,DEFERIDO,DEMOCRATAS,21,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
17380,2020,RS,VEREADOR,LUIZ EDUARDO PAZ SILVA,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,28,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
17381,2020,SP,VEREADOR,GRACIELE GONCALVES VIEIRA DA COSTA,APTO,DEFERIDO,REPUBLICANOS,24,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
17396,2020,SP,VEREADOR,ISABELLE SATIKO SOYAMA,APTO,DEFERIDO,PODEMOS,26,FEMININO,SUPERIOR COMPLETO,AMARELA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
17400,2020,SP,VEREADOR,ANDRESSA MARIA FERREIRA,APTO,DEFERIDO,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,27,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
17610,2020,RJ,VEREADOR,VIVIAN MARIA EDUARDO GOMES,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,28,FEMININO,SUPERIOR INCOMPLETO,PARDA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
18109,2020,RJ,VEREADOR,CARLOS EDUARDO QUEIROZ NUNES,APTO,DEFERIDO,PODEMOS,26,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,52177.27,DEFERIDO,PENDENTE DE JULGAMENTO
18138,2020,SP,VEREADOR,GILBERTO PEREIRA DE BRITO JUNIOR,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,28,MASCULINO,SUPERIOR COMPLETO,BRANCA,177370.86,DEFERIDO,PENDENTE DE JULGAMENTO
18498,2020,SE,VICE-PREFEITO,EULALIO RODRIGUES LISBOA NETO,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,27,MASCULINO,SUPERIOR COMPLETO,PARDA,,DEFERIDO,PENDENTE DE JULGAMENTO
18499,2020,SP,VEREADOR,BRUNO TAMEIRÃO DOS SANTOS,APTO,DEFERIDO,SOLIDARIEDADE,29,MASCULINO,SUPERIOR COMPLETO,PRETA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
18502,2020,RJ,VEREADOR,CAROLINA MESQUITA PINHEIRO,APTO,DEFERIDO,PROGRESSISTAS,28,FEMININO,ENSINO MÉDIO INCOMPLETO,BRANCA,52177.27,DEFERIDO,PENDENTE DE JULGAMENTO
18544,2020,MG,VEREADOR,JOSILAINE ROCHA DA CRUZ,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,29,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
18688,2020,SP,VEREADOR,CINARA DE PAULA BUENO SILVA,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,25,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,701644.03,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
18780,2020,SP,VEREADOR,FELIPE ILTON PAIVA SANTOS,APTO,DEFERIDO,PROGRESSISTAS,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
18802,2020,MG,VEREADOR,NATÁLIA APARECIDA CLEMENTE,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,26,FEMININO,ENSINO MÉDIO COMPLETO,SEM INFORMAÇÃO,19235.9,DEFERIDO,PENDENTE DE JULGAMENTO
18877,2020,SP,VEREADOR,DANIEL SANTOS BENHOSSI,APTO,DEFERIDO,CIDADANIA,24,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,31596.6,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
18906,2020,RJ,VEREADOR,CARLOS EDUARDO GONÇALVES,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,25,MASCULINO,SUPERIOR COMPLETO,BRANCA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
19118,2020,CE,VEREADOR,MARIA LUCIVANIA HENRIQUE GOMES,APTO,DEFERIDO,PODEMOS,27,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PRETA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
19119,2020,PR,VEREADOR,CAROLINE ARIADINE FIGUEIRA GOMES,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,26,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
19176,2020,SP,VEREADOR,ARTHUR MACHADO DE LIMA,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,22,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
19250,2020,RJ,VEREADOR,JULIA DE SOUZA BELLO,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,24,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
19251,2020,CE,VEREADOR,ERIKA APARECIDA BEZERRA OLIVEIRA,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,27,FEMININO,SUPERIOR INCOMPLETO,PARDA,46491.1,DEFERIDO,PENDENTE DE JULGAMENTO
19555,2020,AM,PREFEITO,ADAIL JOSE FIGUEIREDO PINHEIRO,APTO,DEFERIDO COM RECURSO,PROGRESSISTAS,28,MASCULINO,SUPERIOR INCOMPLETO,PARDA,1585446.23,DEFERIDO,PENDENTE DE JULGAMENTO
19588,2020,RJ,VEREADOR,PEDRO RICARDO DE SOUZA CAMPOS,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,24,MASCULINO,SUPERIOR COMPLETO,BRANCA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
19589,2020,SP,VEREADOR,BRUNA CAETANO VITAL,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,21,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
19606,2020,RJ,VEREADOR,RENAN DA CRUZ FLOR GOMES,APTO,DEFERIDO,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,23,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PRETA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
19690,2020,MT,VEREADOR,TAINARA DUARTE COSTA,APTO,DEFERIDO,PROGRESSISTAS,22,FEMININO,ENSINO MÉDIO INCOMPLETO,SEM INFORMAÇÃO,106374.57,DEFERIDO,PENDENTE DE JULGAMENTO
19696,2020,PA,VEREADOR,BRUNA LEAL DOS SANTOS,APTO,DEFERIDO,PODEMOS,27,FEMININO,SUPERIOR COMPLETO,BRANCA,77517.41,DEFERIDO,PENDENTE DE JULGAMENTO
19764,2020,RN,VEREADOR,ROBERTA KAROLINA DE OLIVEIRA IRINEU,APTO,DEFERIDO,AVANTE,20,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,386587.77,DEFERIDO,PENDENTE DE JULGAMENTO
19814,2020,TO,VEREADOR,WELISON BERNARDES OLIVEIRA,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,20,MASCULINO,ENSINO MÉDIO INCOMPLETO,PRETA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
19863,2020,RJ,VEREADOR,ITALO PEREIRA DOS SANTOS,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,19,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,52177.27,DEFERIDO,PENDENTE DE JULGAMENTO
19916,2020,GO,VEREADOR,GEAN CARLOS PEREIRA DA SILVA,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,28,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,18420.66,DEFERIDO,PENDENTE DE JULGAMENTO
19940,2020,RJ,VEREADOR,ALEXANDRO DA SILVA BAPTISTA,APTO,DEFERIDO,PARTIDO TRABALHISTA CRISTÃO,27,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
19941,2020,SP,VEREADOR,JOÉLITON SANTOS SOARES,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,26,MASCULINO,SUPERIOR COMPLETO,PRETA,177370.86,DEFERIDO,PENDENTE DE JULGAMENTO
19953,2020,PA,VEREADOR,SERGIO DE SOUZA GUERREIRO,APTO,DEFERIDO,AVANTE,29,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,49904.2,DEFERIDO,PENDENTE DE JULGAMENTO
19959,2020,MG,VICE-PREFEITO,WESCLEY ACACIO DE SOUZA,APTO,DEFERIDO,PARTIDO LIBERAL,25,MASCULINO,ENSINO MÉDIO COMPLETO,SEM INFORMAÇÃO,,DEFERIDO,PENDENTE DE JULGAMENTO
20063,2020,RS,VEREADOR,KAROLINA DA SILVEIRA ROSA,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,22,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,23227.07,DEFERIDO,PENDENTE DE JULGAMENTO
20091,2020,RJ,VEREADOR,LORENA DA COSTA NASCIMENTO,APTO,DEFERIDO,DEMOCRACIA CRISTÃ,26,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,35948.89,DEFERIDO,PENDENTE DE JULGAMENTO
20163,2020,PB,VEREADOR,JOSE MATHEUS FREITAS SANTOS,APTO,DEFERIDO,PROGRESSISTAS,25,MASCULINO,SUPERIOR INCOMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
20191,2020,SP,VEREADOR,TANINE GOMES PEDROSA,APTO,DEFERIDO,PROGRESSISTAS,29,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,210378.14,DEFERIDO,PENDENTE DE JULGAMENTO
20395,2020,PR,VEREADOR,LUANA SCHENDROSKI,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,25,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
20419,2020,RJ,VEREADOR,CARLOS HENRIQUE DE SOUZA ALVES,APTO,DEFERIDO,PATRIOTA,25,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,86165.68,DEFERIDO,PENDENTE DE JULGAMENTO
20420,2020,PB,VICE-PREFEITO,CAIO HENRIQUE ALVES DA SILVA,APTO,DEFERIDO,CIDADANIA,29,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,,DEFERIDO,PENDENTE DE JULGAMENTO
20454,2020,RJ,VEREADOR,MILER SOUZA DE ABREU,APTO,DEFERIDO,AVANTE,28,MASCULINO,ENSINO MÉDIO COMPLETO,SEM INFORMAÇÃO,15273.23,DEFERIDO,PENDENTE DE JULGAMENTO
21346,2020,CE,PREFEITO,JOAO PAULO AGUIAR DA SILVA,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,28,MASCULINO,SUPERIOR COMPLETO,PARDA,153065.67,DEFERIDO,PENDENTE DE JULGAMENTO
21700,2020,RJ,VEREADOR,VINICIUS TOURINHO DA SILVA,APTO,DEFERIDO,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,27,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
21701,2020,PA,VEREADOR,NADSON CALDEIRA DA SILVA PIMENTEL,APTO,DEFERIDO,AVANTE,26,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,49904.2,DEFERIDO,PENDENTE DE JULGAMENTO
21702,2020,MG,VEREADOR,JHENIFFER COSTA LIMA,APTO,DEFERIDO,REPUBLICANOS,25,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,38411.98,DEFERIDO,PENDENTE DE JULGAMENTO
21726,2020,RJ,VEREADOR,THAIS SOUZA ALVES,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,21,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
21740,2020,PI,VEREADOR,AREOLINA NETA NUNES DA ROCHA,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,24,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,31987.96,DEFERIDO,PENDENTE DE JULGAMENTO
21812,2020,SP,VEREADOR,THAINA SILVA VOLPINI,APTO,DEFERIDO,DEMOCRATAS,29,FEMININO,SUPERIOR COMPLETO,BRANCA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
21851,2020,AL,VEREADOR,JOYCE FERREIRA SANTOS,APTO,DEFERIDO,REPUBLICANOS,25,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,22250.53,DEFERIDO,PENDENTE DE JULGAMENTO
21918,2020,SP,VEREADOR,VITORIA MARIA QUIRINO,APTO,DEFERIDO,PROGRESSISTAS,22,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,31596.6,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
21919,2020,SP,VEREADOR,ANDERSON PEREIRA DE OLIVEIRA,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,25,MASCULINO,SUPERIOR INCOMPLETO,PARDA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
21929,2020,MA,VEREADOR,ANDRESSA MARIA BASTOS MATOS,APTO,PENDENTE DE JULGAMENTO,PARTIDO LIBERAL,24,FEMININO,SUPERIOR COMPLETO,PARDA,25066.5,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
22037,2020,SE,VEREADOR,LUCYMARA DA SILVA PEREIRA,APTO,DEFERIDO,PARTIDO VERDE,29,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
22684,2020,RS,VEREADOR,JOSIANE BORGES,APTO,DEFERIDO COM RECURSO,PARTIDO DOS TRABALHADORES,29,FEMININO,SUPERIOR COMPLETO,BRANCA,17468.32,DEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
22755,2020,RN,VEREADOR,THALIS GOMES DE FREITAS,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,26,MASCULINO,SUPERIOR COMPLETO,SEM INFORMAÇÃO,42348.53,DEFERIDO,PENDENTE DE JULGAMENTO
22756,2020,SP,VEREADOR,VIVIAN ODETE MONTE ALTO FELIZARDO,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,21,FEMININO,ENSINO MÉDIO INCOMPLETO,BRANCA,163307.42,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
22762,2020,PA,VEREADOR,LEILA TEIXEIRA VEIGA,APTO,DEFERIDO,DEMOCRATAS,25,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,49904.2,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
22767,2020,PI,VEREADOR,FERNANDA DE SOUSA SILVA,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,22,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,17516.69,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
23003,2020,SP,VEREADOR,MICHELY CARDOSO DE SOUZA,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
23117,2020,PE,VEREADOR,MARIA GABRIELA BATISTA,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,20,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
23118,2020,PA,VEREADOR,DARIALVA GONÇALVES,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,27,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,24048.38,DEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
